start_time,count
2014-01-01 00:00:00+00:00,18
2015-01-01 00:00:00+00:00,149
2016-01-01 00:00:00+00:00,494
2017-01-01 00:00:00+00:00,3061
2018-01-01 00:00:00+00:00,5077
2019-01-01 00:00:00+00:00,5572
2020-01-01 00:00:00+00:00,6112
2021-01-01 00:00:00+00:00,5500
2022-01-01 00:00:00+00:00,3356
2023-01-01 00:00:00+00:00,352
