start_time,count
2016-01-01 00:00:00+00:00,155
2017-01-01 00:00:00+00:00,1962
2018-01-01 00:00:00+00:00,3151
2019-01-01 00:00:00+00:00,3825
2020-01-01 00:00:00+00:00,3992
2021-01-01 00:00:00+00:00,7421
2022-01-01 00:00:00+00:00,6786
2023-01-01 00:00:00+00:00,773
