start_time,count
2009-01-01 00:00:00+00:00,75
2010-01-01 00:00:00+00:00,119
2011-01-01 00:00:00+00:00,138
2012-01-01 00:00:00+00:00,202
2013-01-01 00:00:00+00:00,221
2014-01-01 00:00:00+00:00,247
2015-01-01 00:00:00+00:00,274
2016-01-01 00:00:00+00:00,239
2017-01-01 00:00:00+00:00,193
2018-01-01 00:00:00+00:00,242
2019-01-01 00:00:00+00:00,332
2020-01-01 00:00:00+00:00,139
