start_time,count
2011-01-01 00:00:00+00:00,3
2012-01-01 00:00:00+00:00,16
2013-01-01 00:00:00+00:00,10
2014-01-01 00:00:00+00:00,15
2015-01-01 00:00:00+00:00,29
2016-01-01 00:00:00+00:00,39
2017-01-01 00:00:00+00:00,24
2018-01-01 00:00:00+00:00,26
2019-01-01 00:00:00+00:00,27
2020-01-01 00:00:00+00:00,6
